OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,ARC_Addres,ARC_Addr_1,ARC_Addr_2,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,County_Num,County_Nam,ESC_Region,ESC_Regi_1,ESC_Regi_2,District_N,District_1,District_T,District_S,District_C,District_2,District_Z,District_3,District_4,District_5,District_6,District_P,District_F,District_E,District_W,District_7,District_8,School_Num,School_Nam,Instructio,Charter_Ty,School_Str,School_Cit,School_Sta,School_Zip,School_Sit,School_S_1,School_S_2,School_S_3,Zip_5,School_Pho,School_Fax,School_Ema,School_Web,School_Pri,Grade_Rang,School_Enr,School_S_4,School_S_5,Performanc,GlobalID,School_Type
4609,World,M,100,A,"14249 Bridgeport Rd, Houston, Texas, 77047","14249 Bridgeport Rd, Houston, TX, 77047, USA",14249 Bridgeport Rd,PointAddress, , ,"14249 Bridgeport Rd, Houston, Texas, 77047", , ,20, ,14249, , , , , , ,Bridgeport,Rd, , , , , , , , ,14249 Bridgeport Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77047,5061,USA,ENG,0,-95.419402437,29.6001850067,-95.4180409645,29.6001850067,-95.4190409645,-95.4170409645,29.5991850067,29.6011850067, ,14249 BRIDGEPORT RD, , , ,HOUSTON, ,TX,77047, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912104,ALMEDA EL,REGULAR INSTRUCTIONAL, ,14226 ALMEDA SCHOOL RD,HOUSTON,TX,77047-5061,14249 BRIDGEPORT RD,HOUSTON,TX,77047-5061,77047,(713) 434-5620,(713) 434-5622,gmedina2@houstonisd.org,www.houstonisd.org,MR GERARDO MEDINA,'EE-05,821,Active, ,https://txschools.gov/schools/101912104/overview,fdbb88d5-bdfc-4ebe-9b64-20ba3a1b3a69,
4610,World,M,100,A,"5727 Ludington Dr, Houston, Texas, 77035","5727 Ludington Dr, Houston, TX, 77035, USA",5727 Ludington Dr,PointAddress, , ,"5727 Ludington Dr, Houston, Texas, 77035", , ,20, ,5727, , , , , , ,Ludington,Dr, , , , , , , , ,5727 Ludington Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77035,4305,USA,ENG,0,-95.4876338111,29.6492950384,-95.4874800031,29.6487310201,-95.4884800031,-95.4864800031,29.6477310201,29.6497310201, ,5727 LUDINGTON DR, , , ,HOUSTON, ,TX,77035, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912105,ANDERSON EL,REGULAR INSTRUCTIONAL, ,5727 LUDINGTON DR,HOUSTON,TX,77035-4399,5727 LUDINGTON DR,HOUSTON,TX,77035-4399,77035,(713) 726-3600,(713) 726-3603,Deshonta.Everett@houstonisd.org,www.houstonisd.org,MS DESHONTA EVERETT,'EE-05,681,Active, ,https://txschools.gov/schools/101912105/overview,2ef07c56-5332-4d49-9a73-e30dad4c1581,
4611,World,M,100,A,"2011 Solo St, Houston, Texas, 77020","2011 Solo St, Houston, TX, 77020, USA",2011 Solo St,PointAddress, , ,"2011 Solo St, Houston, Texas, 77020", , ,20, ,2011, , , , , , ,Solo,St, , , , , , , , ,2011 Solo St, , , , ,Houston, ,Harris County,Texas,TX, , ,77020,4223,USA,ENG,0,-95.3211229459,29.7797728981,-95.3219710269,29.7797940205,-95.3229710269,-95.3209710269,29.7787940205,29.7807940205, ,2011 SOLO ST, , , ,HOUSTON, ,TX,77020, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912106,ATHERTON EL,REGULAR INSTRUCTIONAL, ,2011 SOLO ST,HOUSTON,TX,77020-4223,2011 SOLO ST,HOUSTON,TX,77020-4223,77020,(713) 671-4100,(713) 671-4104,ACURTIS3@houstonisd.org,www.houstonisd.org,MS ALYNTHIA CURTIS,'EE-05,486,Active, ,https://txschools.gov/schools/101912106/overview,8377fc17-8713-40fd-b67c-2aaf3ecf59d6,
4612,World,M,100,A,"12001 Winfrey Ln, Houston, Texas, 77076","12001 Winfrey Ln, Houston, TX, 77076, USA",12001 Winfrey Ln,PointAddress, , ,"12001 Winfrey Ln, Houston, Texas, 77076", , ,20, ,12001, , , , , , ,Winfrey,Ln, , , , , , , , ,12001 Winfrey Ln, , , , ,Houston, ,Harris County,Texas,TX, , ,77076,1239,USA,ENG,0,-95.3697443546,29.8747401963,-95.3703589995,29.8747339937,-95.3713589995,-95.3693589995,29.8737339937,29.8757339937, ,12001 WINFREY LN, , , ,HOUSTON, ,TX,77076, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912107,BARRICK EL,REGULAR INSTRUCTIONAL, ,12001 WINFREY LN,HOUSTON,TX,77076-1239,12001 WINFREY LN,HOUSTON,TX,77076-1239,77076,(281) 405-2500,(281) 405-2502,ygarrido@houstonisd.org,www.houstonisd.org,MS YOLANDA Y GARRIDO,'EE-05,549,Active, ,https://txschools.gov/schools/101912107/overview,8a8929d0-d07e-4fec-8d42-fab530b86193,
4613,World,M,98.82,A,"5051 Bellfort St, Houston, Texas, 77033","5051 Bellfort St, Houston, TX, 77033, USA",5051 Bellfort St,PointAddress, , ,"5051 Bellfort St, Houston, Texas, 77033", , ,20, ,5051, , , , , , ,Bellfort,St, , , , , , , , ,5051 Bellfort St, , , , ,Houston, ,Harris County,Texas,TX, , ,77033,3826,USA,ENG,0,-95.3494407867,29.6669494639,-95.3494009726,29.6684250141,-95.3504009726,-95.3484009726,29.6674250141,29.6694250141, ,5051 BELLFORT, , , ,HOUSTON, ,TX,77033, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912108,BASTIAN EL,REGULAR INSTRUCTIONAL, ,5051 BELLFORT,HOUSTON,TX,77033-3826,5051 BELLFORT,HOUSTON,TX,77033-3826,77033,(713) 732-5830,(713) 732-5837,Alana.Holloway@houstonisd.org,www.houstonisd.org,MS ALANA E HOLLOWAY,'EE-05,580,Active, ,https://txschools.gov/schools/101912108/overview,4fb1858b-fbac-48d2-bef8-30f8bd2dc81b,
4614,World,M,100,A,"2310 Berry Rd, Houston, Texas, 77093","2310 Berry Rd, Houston, TX, 77093, USA",2310 Berry Rd,PointAddress, , ,"2310 Berry Rd, Houston, Texas, 77093", , ,20, ,2310, , , , , , ,Berry,Rd, , , , , , , , ,2310 Berry Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77093,7418,USA,ENG,0,-95.3503643886,29.8376791923,-95.3503420089,29.8367140162,-95.3513420089,-95.3493420089,29.8357140162,29.8377140162, ,2310 BERRY RD, , , ,HOUSTON, ,TX,77093, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912109,BERRY EL,REGULAR INSTRUCTIONAL, ,2310 BERRY RD,HOUSTON,TX,77093-7418,2310 BERRY RD,HOUSTON,TX,77093-7418,77093,(713) 696-2700,(713) 696-2701,AMONTELO@houstonisd.org,www.houstonisd.org,ALVARO MONTELONGO,'EE-05,764,Active, ,https://txschools.gov/schools/101912109/overview,b1cc5950-c7bf-4e5e-b4d0-bd9ad8b7b27c,
4615,World,M,98.04,A,"2900 Holman St, Houston, Texas, 77004","2900 Holman St, Houston, TX, 77004, USA",2900 Holman St,PointAddress, , ,"2900 Holman St, Houston, Texas, 77004", , ,20, ,2900, , , , , , ,Holman,St, , , , , , , , ,2900 Holman St, , , , ,Houston, ,Harris County,Texas,TX, , ,77004,3240,USA,ENG,0,-95.3619653617,29.7298176772,-95.3621380289,29.7295269928,-95.3631380289,-95.3611380289,29.7285269928,29.7305269928, ,2900 HOLMAN AVE, , , ,HOUSTON, ,TX,77004, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912110,BLACKSHEAR EL,REGULAR INSTRUCTIONAL, ,2900 HOLMAN AVE,HOUSTON,TX,77004-3240,2900 HOLMAN AVE,HOUSTON,TX,77004-3240,77004,(713) 942-1481,(713) 942-1486,alewis6@houstonisd.org,www.houstonisd.org,MS ALICIA GOBERT-LEWIS,'EE-05,342,Active,28782,https://txschools.gov/schools/101912110/overview,03c079e9-b163-4fb7-9176-da08f93b728c,
4616,World,M,100,A,"8302 Braes River Dr, Houston, Texas, 77074","8302 Braes River Dr, Houston, TX, 77074, USA",8302 Braes River Dr,PointAddress, , ,"8302 Braes River Dr, Houston, Texas, 77074", , ,20, ,8302, , , , , , ,Braes River,Dr, , , , , , , , ,8302 Braes River Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77074,4212,USA,ENG,0,-95.5188133174,29.6879763481,-95.5192100329,29.6878719934,-95.5202100329,-95.5182100329,29.6868719934,29.6888719934, ,8302 BRAES RIVER DR, , , ,HOUSTON, ,TX,77074, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912111,BONHAM EL,REGULAR INSTRUCTIONAL, ,8302 BRAES RIVER DR,HOUSTON,TX,77074-4212,8302 BRAES RIVER DR,HOUSTON,TX,77074-4212,77074,(713) 778-3480,(713) 778-3482,mvilla1@houstonisd.org,www.houstonisd.org,MS MAGDALENA VILLA,'EE-05,842,Active, ,https://txschools.gov/schools/101912111/overview,6502feb3-7a73-4fcf-859d-4f6a85162254,
4617,World,M,100,A,"8100 Elrod St, Houston, Texas, 77017","8100 Elrod St, Houston, TX, 77017, USA",8100 Elrod St,PointAddress, , ,"8100 Elrod St, Houston, Texas, 77017", , ,20, ,8100, , , , , , ,Elrod,St, , , , , , , , ,8100 Elrod St, , , , ,Houston, ,Harris County,Texas,TX, , ,77017,5216,USA,ENG,0,-95.2606852331,29.6769082964,-95.260361021,29.6764669892,-95.261361021,-95.259361021,29.6754669892,29.6774669892, ,8100 ELROD ST, , , ,HOUSTON, ,TX,77017, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912112,BONNER EL,REGULAR INSTRUCTIONAL, ,8100 ELROD ST,HOUSTON,TX,77017-5216,8100 ELROD ST,HOUSTON,TX,77017-5216,77017,(713) 943-5740,(713) 943-5741,kcasquet@houstonisd.org,www.houstonisd.org,MR KLINGER CASQUETE,'EE-05,685,Active, ,https://txschools.gov/schools/101912112/overview,1526b80d-871d-451b-a94d-3839e0cec38b,
4618,World,M,100,A,"7501 Curry Rd, Houston, Texas, 77093","7501 Curry Rd, Houston, TX, 77093, USA",7501 Curry Rd,PointAddress, , ,"7501 Curry Rd, Houston, Texas, 77093", , ,20, ,7501, , , , , , ,Curry,Rd, , , , , , , , ,7501 Curry Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77093,8821,USA,ENG,0,-95.3377512169,29.8270512325,-95.338614972,29.8270809882,-95.339614972,-95.337614972,29.8260809882,29.8280809882, ,7501 CURRY RD, , , ,HOUSTON, ,TX,77093, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912113,RODERICK R PAIGE EL,REGULAR INSTRUCTIONAL, ,7501 CURRY RD,HOUSTON,TX,77093-8821,7501 CURRY RD,HOUSTON,TX,77093-8821,77093,(713) 696-2855,(713) 696-2858,lpeters4@houstonisd.org,www.houstonisd.org,MR LATREAL PETERSON,'EE-05,432,Active, ,https://txschools.gov/schools/101912113/overview,38e76fbf-2d0f-4d6a-abfe-860b99427422,
4619,World,M,100,A,"5550 Pine St, Houston, Texas, 77081","5550 Pine St, Houston, TX, 77081, USA",5550 Pine St,StreetAddress, , ,"5550 Pine St, Houston, Texas, 77081", , ,20, ,5550,5598,5550,5550-5598,L, , ,Pine,St, , , , , , , , ,5550 Pine St, , ,Gulfton, ,Houston,Houston-Galveston Metro Area,Harris County,Texas,TX, , ,77081,7302,USA,ENG,0,-95.4878158578,29.6946473426,-95.4878158578,29.6946473426,-95.4888158578,-95.4868158578,29.6936473426,29.6956473426, ,5550 PINE ST, , , ,HOUSTON, ,TX,77081, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912114,BRAEBURN EL,REGULAR INSTRUCTIONAL, ,5550 PINE ST,HOUSTON,TX,77081-7105,5550 PINE ST,HOUSTON,TX,77081-8501,77081,(713) 295-5210,(713) 295-5289,arodgers@houstonisd.org,www.houstonisd.org,MS AMANDA RODGERS,'EE-05,753,Active, ,https://txschools.gov/schools/101912114/overview,fb759d8a-9dee-4cdb-af0f-a48a4c7ae467,
4620,World,M,100,A,"4803 Brinkman St, Houston, Texas, 77018","4803 Brinkman St, Houston, TX, 77018, USA",4803 Brinkman St,PointAddress, , ,"4803 Brinkman St, Houston, Texas, 77018", , ,20, ,4803, , , , , , ,Brinkman,St, , , , , , , , ,4803 Brinkman St, , , , ,Houston, ,Harris County,Texas,TX, , ,77018,2021,USA,ENG,0,-95.4163075031,29.8356090718,-95.4170850084,29.8355840099,-95.4180850084,-95.4160850084,29.8345840099,29.8365840099, ,4803 BRINKMAN ST, , , ,HOUSTON, ,TX,77018, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912115,DURHAM EL,REGULAR INSTRUCTIONAL, ,4803 BRINKMAN ST,HOUSTON,TX,77018-2021,4803 BRINKMAN ST,HOUSTON,TX,77018-2021,77018,(713) 613-2527,(713) 613-2515,cflores2@houstonisd.org,www.houstonisd.org,MS CARRIE FLORES,'EE-05,565,Active, ,https://txschools.gov/schools/101912115/overview,82f82332-5668-4351-8ea8-cd5c5dfaedbf,
4621,World,M,100,A,"6145 San Felipe St, Houston, Texas, 77057","6145 San Felipe St, Houston, TX, 77057, USA",6145 San Felipe St,PointAddress, , ,"6145 San Felipe St, Houston, Texas, 77057", , ,20, ,6145, , , , , , ,San Felipe,St, , , , , , , , ,6145 San Felipe St, , , , ,Houston, ,Harris County,Texas,TX, , ,77057,2801,USA,ENG,0,-95.4908777752,29.7498247771,-95.4909579901,29.7492340206,-95.4919579901,-95.4899579901,29.7482340206,29.7502340206, ,6145 SAN FELIPE ST, , , ,HOUSTON, ,TX,77057, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912116,BRIARGROVE EL,REGULAR INSTRUCTIONAL, ,6145 SAN FELIPE ST,HOUSTON,TX,77057-2899,6145 SAN FELIPE ST,HOUSTON,TX,77057-2899,77057,(713) 917-3600,(713) 917-3601,fstewar2@houstonisd.org,www.houstonisd.org,MS MARGUERITE PEGGI STEWARD,'EE KG-05,806,Active, ,https://txschools.gov/schools/101912116/overview,9016d4be-5b49-4621-a559-28175762b04f,
4622,World,M,98.82,A,"321 Forest Hill Blvd, Houston, Texas, 77011","321 Forest Hill Blvd, Houston, TX, 77011, USA",321 Forest Hill Blvd,PointAddress, , ,"321 Forest Hill Blvd, Houston, Texas, 77011", , ,20, ,321, , , , , , ,Forest Hill,Blvd, , , , , , , , ,321 Forest Hill Blvd, , , , ,Houston, ,Harris County,Texas,TX, , ,77011,4801,USA,ENG,0,-95.2987125028,29.7303642611,-95.2982390091,29.7301780152,-95.2992390091,-95.2972390091,29.7291780152,29.7311780152, ,321 FOREST HILL, , , ,HOUSTON, ,TX,77011, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912117,BRISCOE EL,REGULAR INSTRUCTIONAL, ,321 FOREST HILL,HOUSTON,TX,77011-4801,321 FOREST HILL,HOUSTON,TX,77011-4801,77011,(713) 924-1740,(713) 924-1742,dhernan3@houstonisd.org,www.houstonisd.org,MR DANIEL A HERNANDEZ JR,'EE-05,230,Active, ,https://txschools.gov/schools/101912117/overview,cfd69ed3-045c-418e-a903-07231ecef530,
4623,World,M,98.85,A,"6301 S Loop Fwy E, Houston, Texas, 77087","6301 S Loop Fwy E, Houston, TX, 77087, USA",6301 S Loop Fwy E,StreetAddress, , ,"6301 S Loop Fwy E, Houston, Texas, 77087", , ,20, ,6301,6293,6301,6293-6301,L,S, ,Loop,Fwy,E, , , , , , , ,6301 S Loop Fwy E, , ,Gulfgate/Pine Valley, ,Houston,Houston-Galveston Metro Area,Harris County,Texas,TX, , ,77087,1012,USA,ENG,0,-95.3147220714,29.6972083542,-95.3147220714,29.6972083542,-95.3157220714,-95.3137220714,29.6962083542,29.6982083542, ,6301 S LOOP E, , , ,HOUSTON, ,TX,77087, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912119,BROOKLINE EL,REGULAR INSTRUCTIONAL, ,6301 S LOOP E,HOUSTON,TX,77087-1933,6301 S LOOP E,HOUSTON,TX,77087-1933,77087,(713) 845-7400,(713) 847-4717,rnagir@houstonisd.org,www.houstonisd.org,MR RICK NAGIR,'EE-05,774,Active, ,https://txschools.gov/schools/101912119/overview,e4db1ef1-9be2-40a6-8f47-b221c68dd494,
4624,World,M,100,A,"607 Northwood St, Houston, Texas, 77009","607 Northwood St, Houston, TX, 77009, USA",607 Northwood St,PointAddress, , ,"607 Northwood St, Houston, Texas, 77009", , ,20, ,607, , , , , , ,Northwood,St, , , , , , , , ,607 Northwood St, , , , ,Houston, ,Harris County,Texas,TX, , ,77009,4510,USA,ENG,0,-95.3780175445,29.7969930152,-95.3790940323,29.7969930152,-95.3800940323,-95.3780940323,29.7959930152,29.7979930152, ,607 NORTHWOOD ST, , , ,HOUSTON, ,TX,77009, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912120,BROWNING EL,REGULAR INSTRUCTIONAL, ,607 NORTHWOOD ST,HOUSTON,TX,77009-4510,607 NORTHWOOD ST,HOUSTON,TX,77009-4510,77009,(713) 867-5140,(713) 867-5148,ALARA6@houstonisd.org,www.houstonisd.org,MS ANNIE M LARA,'EE-05,443,Active, ,https://txschools.gov/schools/101912120/overview,e503a70b-73ca-4be4-b650-89efc8d28cee,
4625,World,M,100,A,"510 Jensen Dr, Houston, Texas, 77020","510 Jensen Dr, Houston, TX, 77020, USA",510 Jensen Dr,PointAddress, , ,"510 Jensen Dr, Houston, Texas, 77020", , ,20, ,510, , , , , , ,Jensen,Dr, , , , , , , , ,510 Jensen Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77020,5834,USA,ENG,0,-95.3429850449,29.7666682954,-95.3419779592,29.7667070198,-95.3429779592,-95.3409779592,29.7657070198,29.7677070198, ,510 JENSEN DR, , , ,HOUSTON, ,TX,77020, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912121,BRUCE EL,REGULAR INSTRUCTIONAL, ,510 JENSEN DR,HOUSTON,TX,77020-5834,510 JENSEN DR,HOUSTON,TX,77020-5834,77020,(713) 226-4560,(713) 226-4562,snicker1@houstonisd.org,www.houstonisd.org,MS SHAWN B NICKERSON,'EE-05,395,Active, ,https://txschools.gov/schools/101912121/overview,70483957-39cd-4b3e-999c-05607f1f6cc8,
4626,World,M,98.82,A,"216 Tidwell Rd, Houston, Texas, 77022","216 Tidwell Rd, Houston, TX, 77022, USA",216 Tidwell Rd,PointAddress, , ,"216 Tidwell Rd, Houston, Texas, 77022", , ,20, ,216, , , , , , ,Tidwell,Rd, , , , , , , , ,216 Tidwell Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77022,2046,USA,ENG,0,-95.3730569665,29.8455425072,-95.3730569665,29.8442790191,-95.3740569665,-95.3720569665,29.8432790191,29.8452790191, ,216 TIDWELL, , , ,HOUSTON, ,TX,77022, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912122,BURBANK EL,REGULAR INSTRUCTIONAL, ,216 TIDWELL,HOUSTON,TX,77022-2046,216 TIDWELL,HOUSTON,TX,77022-2046,77022,(713) 696-2690,(713) 696-2691,hluebber@houstonisd.org,www.houstonisd.org,MS HEATHER LUEBBERS,'EE-05,843,Active, ,https://txschools.gov/schools/101912122/overview,15adc07b-3494-45cd-b87b-9f55f5dffec3,
4627,World,M,100,A,"5225 Tavenor Ln, Houston, Texas, 77048","5225 Tavenor Ln, Houston, TX, 77048, USA",5225 Tavenor Ln,PointAddress, , ,"5225 Tavenor Ln, Houston, Texas, 77048", , ,20, ,5225, , , , , , ,Tavenor,Ln, , , , , , , , ,5225 Tavenor Ln, , , , ,Houston, ,Harris County,Texas,TX, , ,77048,2625,USA,ENG,0,-95.3456956685,29.6334782614,-95.3457110074,29.6340260187,-95.3467110074,-95.3447110074,29.6330260187,29.6350260187, ,5225 TAVENOR LN, , , ,HOUSTON, ,TX,77048, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912123,CODWELL EL,REGULAR INSTRUCTIONAL, ,5225 TAVENOR LN,HOUSTON,TX,77048-1701,5225 TAVENOR LN,HOUSTON,TX,77048-1701,77048,(713) 732-3580,(713) 732-3582,JKIMBLE1@houstonisd.org,www.houstonisd.org,MR JOHN KIMBLE,'EE-05,358,Active,28699,https://txschools.gov/schools/101912123/overview,36f03853-442a-4c1d-9ac8-db6654207c41,
4628,World,M,100,A,"5403 Canal St, Houston, Texas, 77011","5403 Canal St, Houston, TX, 77011, USA",5403 Canal St,PointAddress, , ,"5403 Canal St, Houston, Texas, 77011", , ,20, ,5403, , , , , , ,Canal,St, , , , , , , , ,5403 Canal St, , , , ,Houston, ,Harris County,Texas,TX, , ,77011,2307,USA,ENG,0,-95.3185264838,29.7454587276,-95.3183430039,29.7460229973,-95.3193430039,-95.3173430039,29.7450229973,29.7470229973, ,5403 CANAL ST, , , ,HOUSTON, ,TX,77011, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912124,BURNET EL,REGULAR INSTRUCTIONAL, ,5403 CANAL ST,HOUSTON,TX,77011-2307,5403 CANAL ST,HOUSTON,TX,77011-2307,77011,(713) 924-1780,(713) 924-1783,acantu5@houstonisd.org,www.houstonisd.org,MS ANA M CANTU,'EE KG-05,415,Active, ,https://txschools.gov/schools/101912124/overview,ab86bb17-7171-4f8c-b230-ab35acd80b15,
